id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
2737,1245923,4,4.0,6745,42406,2.0,0,0,3,5,5539,1206,1988,0,98040,47.4083,-121.5109,4050,9656
2738,1415622,2,,6605,41483,2.5,0,0,3,12,6249,356,1936,0,98153,47.173,-122.2057,3523,17315
2739,902743,1,5.0,3838,28304,1.5,1,0,3,3,3700,138,1939,0,98069,47.4177,-121.9707,3813,4125
2740,1270708,6,1.0,7510,42132,3.0,0,0,3,9,6964,546,1919,0,98190,47.7039,-122.3817,2877,3049
2741,895309,3,3.5,3515,34716,1.0,0,3,4,7,2140,1375,2008,2009,98079,47.6442,-121.5458,2335,19691
2742,1326622,3,2.5,7617,37799,2.5,0,0,3,3,6252,1365,1970,0,98046,47.5072,-121.6162,2667,7319
2743,1021133,7,2.5,3389,17211,2.5,0,0,2,11,2505,884,2020,0,98176,47.6953,-122.3463,1708,39328
2744,733828,1,1.5,1461,1646,1.5,1,4,3,11,1389,72,1917,0,98166,47.1702,-121.3624,1121,39208
2745,937984,1,3.5,3489,46973,2.5,0,2,5,8,3327,162,2004,0,98061,47.5266,-121.7913,3081,4563
2746,1064116,7,3.0,4348,24409,1.5,0,2,3,13,4126,222,1943,2019,98081,47.1809,-121.5422,2299,27809
2747,561309,4,1.5,1526,10435,2.0,0,2,4,11,1342,184,1955,0,98017,47.4375,-121.5834,2650,22621
2748,1342001,1,3.5,6728,31099,1.5,0,0,3,9,6634,94,1989,0,98048,47.4244,-121.8771,4608,16026
2749,1080697,7,4.0,4365,22535,1.0,0,2,3,10,3682,683,1916,0,98033,47.2856,-121.603,4928,13022
2750,1561568,4,4.0,6971,3450,2.5,0,3,4,13,5639,1332,1941,0,98018,47.6809,-122.2146,3856,13620
2751,757277,4,4.5,3363,22275,2.5,0,0,3,4,2388,975,1970,0,98036,47.2598,-122.4745,1440,2861
2752,1045017,5,2.5,6069,28864,2.5,0,0,4,4,4898,1171,1927,2011,98054,47.4863,-122.0895,5615,36489
2753,783934,3,5.0,3001,3901,1.5,0,0,4,6,1659,1342,1920,0,98131,47.4376,-122.317,5140,20126
2754,486692,6,4.5,2447,41769,3.0,0,0,3,3,1245,1202,1936,2021,98089,47.4022,-121.3227,784,7495
2755,1359045,3,2.0,7272,39612,1.5,0,0,3,10,6619,653,1922,1991,98099,47.1235,-121.3916,1299,15635
2756,1513998,3,1.5,7888,19117,1.0,0,0,3,7,6574,1314,2010,0,98109,47.5877,-122.327,2440,27830
2757,593874,5,2.5,1677,37832,1.5,0,0,4,9,1181,496,1947,0,98148,47.1089,-122.0872,4268,5010
2758,960504,4,2.5,5260,33297,2.5,0,0,3,4,3936,1324,1958,0,98100,47.6744,-121.8888,772,34611
2759,261097,4,3.5,511,25045,2.0,0,0,2,7,300,211,2011,0,98107,47.2865,-122.0215,4181,22897
2760,1271023,1,3.5,5752,44829,1.0,0,1,3,11,5692,60,1973,0,98031,47.184,-121.66,4414,27049
2761,1193627,5,4.0,4899,3882,2.0,0,0,4,11,4039,860,2009,0,98021,47.3919,-121.8958,5679,1343
2762,744777,1,3.0,3864,8743,1.0,0,0,2,4,3793,71,1951,2010,98128,47.4916,-121.8217,5271,4343
2763,948132,5,1.5,3522,45567,1.0,0,0,3,13,2062,1460,1916,0,98101,47.3173,-121.6868,1897,23306
2764,776888,1,4.5,3871,49907,2.5,0,0,3,4,3390,481,1937,0,98034,47.1852,-122.4716,2186,11487
2765,1128352,2,2.0,6359,44989,1.5,0,0,4,7,6245,114,1900,0,98185,47.1128,-122.4851,3925,2063
2766,818502,7,5.0,3330,43323,2.5,0,0,3,5,2101,1229,1974,0,98165,47.5927,-122.2863,2518,3286
2767,137882,3,1.5,542,42411,2.5,0,1,3,3,300,242,1932,0,98001,47.7205,-121.638,3972,5956
2768,760847,3,5.0,1443,28289,2.5,0,0,3,13,300,1143,1994,0,98057,47.1704,-122.2115,4307,33701
2769,543305,6,1.5,2890,12279,2.0,0,0,2,3,1980,910,1943,0,98055,47.2614,-121.3958,5881,6665
2770,1157219,7,2.0,5945,26118,1.0,0,0,3,7,5392,553,1987,0,98159,47.1142,-122.4058,2279,3685
2771,629832,4,1.0,3045,35562,3.0,0,0,3,5,1887,1158,1919,0,98023,47.7195,-121.8041,925,21137
2772,904624,6,4.0,2911,3894,1.5,0,2,3,11,1737,1174,1946,0,98107,47.4113,-122.4693,4067,23992
2773,1038347,2,4.5,5486,37592,2.5,0,0,3,5,4939,547,1968,0,98102,47.7476,-121.3335,5260,28670
2774,1412826,6,2.5,7070,23007,1.0,0,2,3,5,6931,139,1941,0,98113,47.4277,-122.2436,3494,38002
2775,444177,3,4.5,1504,44062,1.5,0,0,3,5,1098,406,1925,0,98075,47.7035,-121.7948,3638,1534
2776,206958,4,3.5,520,7026,3.0,0,1,4,3,300,220,1948,0,98048,47.7662,-121.3563,1067,4772
2777,477904,2,3.5,906,47863,3.0,0,2,3,5,300,606,2005,0,98148,47.3346,-122.4636,5218,15660
2778,1388736,3,4.5,7262,19802,2.5,0,1,3,7,7058,204,1970,0,98101,47.5485,-121.8847,1538,1435
2779,640779,7,2.0,1514,23504,3.0,0,3,3,10,1220,294,1990,0,98135,47.5665,-121.8679,946,13774
2780,1085326,1,2.5,4931,11346,3.0,0,0,2,9,4071,860,1917,0,98099,47.115,-122.0782,3873,20772
2781,990152,5,4.5,2338,40542,1.5,1,3,4,13,1757,581,2001,0,98130,47.4068,-121.7145,4336,26860
2782,870360,2,4.5,3688,35867,1.5,0,0,3,6,3018,670,1994,0,98040,47.6987,-121.849,3069,34808
2783,1123793,4,5.0,5743,48480,2.5,0,2,3,6,4839,904,1908,0,98152,47.7624,-122.201,1144,26174
2784,1399784,6,4.5,7042,49199,1.0,0,0,4,6,5835,1207,1965,2013,98103,47.7295,-121.6536,5017,12553
2785,1395989,7,1.5,7436,37538,2.5,0,0,3,10,7419,17,2017,0,98110,47.781,-121.9406,5064,13762
2786,1478695,6,4.5,6423,46401,2.0,0,2,4,10,5017,1406,1959,0,98009,47.5571,-121.9356,4767,31176
2787,405395,2,2.5,1214,5008,3.0,0,0,3,4,479,735,2007,0,98122,47.263,-121.3577,5748,18039
2788,1097696,7,5.0,4646,25532,1.0,0,0,3,9,4026,620,1936,0,98043,47.5028,-121.858,2088,10647
2789,1182835,4,3.0,4354,36541,1.5,0,2,4,13,3712,642,1946,0,98097,47.3948,-121.5584,2335,14407
2790,1067051,2,3.0,4919,4309,2.0,0,0,4,7,4378,541,2008,0,98051,47.2811,-121.4591,1292,21402
2791,986426,4,3.0,5384,18418,2.0,0,0,3,4,4169,1215,1928,0,98050,47.641,-121.8031,4752,17242
2792,288536,6,2.5,640,34478,3.0,0,0,4,5,443,197,1997,2013,98087,47.5404,-121.5564,925,18390
2793,1043588,3,1.5,5065,3757,1.5,0,0,3,13,3800,1265,1962,0,98150,47.6531,-122.1285,3541,26319
2794,1108043,7,4.5,5382,6528,1.0,0,0,3,9,5292,90,1914,0,98092,47.2886,-122.2817,4194,24991
2795,1283669,1,4.0,6421,16967,1.5,0,0,3,8,5396,1025,2009,0,98091,47.7327,-121.6654,942,11182
2796,1082768,3,1.5,5953,17800,3.0,0,0,3,8,5166,787,1908,0,98010,47.2671,-121.3886,3753,14543
2797,1247979,1,4.0,6512,5446,2.0,0,0,3,9,5536,976,1979,0,98195,47.5213,-122.449,4646,17596
2798,506923,6,3.5,1463,28152,3.0,0,0,3,8,855,608,1965,0,98132,47.1398,-121.5843,4358,29188
2799,1517008,7,2.5,7651,22401,2.5,0,1,3,13,7187,464,1900,0,98030,47.4787,-122.4659,2007,19398
2800,344124,3,2.0,872,42878,2.0,0,0,3,4,300,572,2020,0,98150,47.1691,-121.9497,2288,5458
2801,936064,3,4.5,4135,46283,3.0,0,1,3,10,3359,776,1908,0,98092,47.3326,-121.6874,3347,10430
2802,822473,2,4.0,3041,10132,1.0,0,0,4,9,2014,1027,1956,0,98108,47.7025,-122.0136,3273,36806
2803,862415,5,3.0,4110,23768,1.0,0,0,3,8,2849,1261,1955,0,98041,47.7255,-122.1389,2164,29379
2804,756565,6,3.5,2192,44703,1.0,1,0,4,7,1641,551,1919,0,98144,47.6371,-122.2758,756,34326
2805,1695263,4,1.5,7394,40690,2.5,0,2,3,13,5932,1462,2009,0,98184,47.3574,-121.3266,1240,10596
2806,1268029,6,3.0,5775,13659,1.5,0,1,4,8,4867,908,2020,0,98069,47.5051,-121.8156,4875,21800
2807,1366748,4,2.0,6934,5722,1.0,0,2,3,5,5521,1413,1901,0,98142,47.2568,-122.3466,4416,39860
2808,1167514,7,2.0,6267,40453,2.5,0,0,4,4,4915,1352,1900,0,98180,47.5748,-122.4422,2276,14064
2809,1573021,4,3.5,7811,25344,1.0,0,1,3,11,7571,240,1973,0,98014,47.3432,-122.2079,3151,13519
2810,268573,1,4.5,605,2387,2.5,0,0,3,3,300,305,1986,0,98175,47.2547,-121.8536,980,35004
2811,1134966,4,2.5,6039,36988,1.0,0,2,3,4,5144,895,1953,0,98016,47.5095,-121.5976,1796,19076
2812,1436418,4,2.0,7313,1129,1.5,0,0,4,13,6306,1007,1918,0,98103,47.1783,-121.3228,1586,25617
2813,737091,2,3.5,2181,35052,3.0,0,0,4,12,1097,1084,1917,1985,98043,47.5807,-121.4993,4597,27984
2814,1099604,3,4.5,4597,49300,1.0,0,0,3,12,3512,1085,1923,0,98068,47.2309,-121.7656,5982,39903
2815,931292,6,4.0,4516,20265,3.0,0,0,3,3,3750,766,1951,0,98165,47.4874,-121.7002,2321,36572
2816,995243,6,4.5,3136,22695,1.0,0,0,4,10,1661,1475,1985,0,98142,47.3748,-121.8735,3685,2175
2817,1388731,7,3.0,7287,29950,1.5,0,0,5,6,5987,1300,1919,0,98041,47.4964,-121.9785,5825,4074
2818,734123,7,4.0,2637,2425,3.0,0,0,3,8,1455,1182,1910,0,98087,47.2722,-121.5583,5352,24815
2819,1020177,4,1.5,3916,10674,2.5,0,3,4,13,2654,1262,1972,0,98073,47.3173,-122.2872,574,10260
2820,1058595,5,2.5,4945,37409,1.0,0,0,3,7,4903,42,1978,0,98152,47.1982,-122.0993,1070,12186
2821,940819,6,2.5,4030,20771,1.0,0,2,4,10,3156,874,1959,0,98075,47.6439,-121.3256,2620,2758
2822,880154,7,3.0,1786,38134,2.5,1,3,4,12,1374,412,1915,0,98019,47.1491,-121.8139,3799,16926
2823,922347,4,4.5,3679,41401,1.5,0,3,3,9,2217,1462,1912,0,98012,47.3635,-121.9018,3593,3426
2824,1182784,7,4.5,5658,15855,2.0,0,2,3,3,4321,1337,1952,0,98047,47.4144,-121.4791,4407,29578
2825,1444510,1,1.5,7552,29383,1.0,0,2,3,10,6377,1175,1905,0,98098,47.2366,-121.5856,4766,26935
2826,1203097,1,1.5,6802,44583,2.5,0,0,3,6,5699,1103,1924,0,98140,47.3694,-122.1087,1254,31218
2827,962264,7,2.5,4154,30940,2.0,0,0,4,9,2994,1160,1962,0,98131,47.3927,-121.7488,2919,24216
2828,1379837,1,2.0,7602,13914,1.0,0,0,4,5,6129,1473,1946,0,98158,47.257,-122.2775,4060,23094
2829,861037,7,3.5,2859,39526,3.0,1,0,3,4,1450,1409,1914,0,98186,47.5475,-122.4364,3123,36096
2830,1363418,4,4.5,7908,15153,2.5,0,0,4,3,7526,382,1953,0,98111,47.1216,-121.3122,4799,18357
2831,542182,2,5.0,944,21096,3.0,0,0,3,12,780,164,1981,0,98174,47.2383,-121.6153,3733,1712
2832,1320651,5,3.5,6941,35302,1.5,0,0,4,7,6233,708,1942,0,98179,47.5369,-121.3831,958,27505
2833,1335523,4,4.5,5547,43793,2.0,0,2,4,13,5246,301,1996,0,98099,47.5393,-121.5017,2264,20414
2834,279534,2,3.0,535,42098,2.5,0,0,4,5,300,235,1913,0,98015,47.2857,-121.9863,5539,12948
2835,1284662,2,2.0,5703,21988,1.0,0,0,2,13,4632,1071,2020,0,98043,47.5781,-121.4663,5508,19587
2836,471624,6,3.0,1975,2920,1.0,0,0,3,5,825,1150,1933,0,98150,47.4289,-121.556,5828,15060
2837,914984,4,3.0,4457,48296,2.0,0,0,3,10,4090,367,1901,0,98009,47.4691,-122.1901,4970,11047
2838,646049,4,4.0,2298,43578,3.0,0,3,3,3,1651,647,1919,0,98092,47.3328,-121.7524,5315,12165
2839,773128,7,2.0,2345,22828,3.0,1,0,3,4,1290,1055,2021,0,98093,47.789,-122.134,4446,35948
2840,443081,2,2.5,1908,2533,2.5,0,0,4,3,1402,506,2005,0,98039,47.6162,-122.2192,5403,6190
2841,1181555,2,2.5,5791,13635,2.5,0,0,3,9,5179,612,1915,0,98068,47.2739,-122.4019,2047,29377
2842,1129716,2,5.0,5995,40867,3.0,0,0,3,6,5919,76,1966,0,98057,47.2656,-121.8482,5834,33214
2843,628054,7,3.0,2208,41868,2.5,0,0,3,5,1502,706,2009,0,98196,47.6419,-122.0291,806,6659
2844,1118498,6,4.0,5981,21630,3.0,0,0,3,5,4757,1224,1929,0,98007,47.3716,-122.3943,5413,31975
2845,1480603,4,4.0,7202,18924,2.0,0,0,3,12,7135,67,1986,0,98002,47.1641,-121.638,1204,25572
2846,868498,2,2.0,3438,22846,2.5,0,0,3,13,2387,1051,2002,1994,98054,47.1249,-121.6323,5027,17865
2847,1309351,1,3.5,6784,25791,3.0,0,2,3,5,5849,935,1950,0,98165,47.3898,-122.2176,3083,11615
2848,1425303,4,4.5,7530,33251,2.5,0,0,3,4,7131,399,2014,0,98156,47.3903,-121.3529,3248,14148
2849,1490550,7,3.0,7785,26936,1.0,0,0,2,7,7729,56,2020,0,98059,47.5948,-121.5666,4649,5062
2850,464634,6,5.0,1800,26219,1.0,0,0,3,3,574,1226,1986,0,98174,47.5023,-121.5336,552,8582
2851,1442273,1,2.0,7369,10104,1.5,0,0,4,7,6803,566,2014,0,98191,47.6391,-122.4956,804,32639
2852,715079,7,1.5,1743,33890,3.0,0,3,4,12,637,1106,1902,0,98163,47.3224,-121.3259,5743,23381
2853,1104077,3,4.5,4476,9861,1.5,0,0,3,10,3859,617,1976,0,98099,47.537,-121.3116,1384,11205
2854,942442,4,4.5,3597,1053,3.0,0,4,3,9,2323,1274,1950,0,98115,47.72,-121.8913,5453,16046
2855,1168129,3,5.0,5116,33115,2.5,0,0,4,13,4775,341,2020,0,98094,47.1485,-121.318,4763,15099
2856,1215035,7,3.5,6402,34880,3.0,0,2,2,5,5980,422,1945,0,98058,47.5959,-121.7654,2418,21993
2857,489867,7,4.5,509,40760,1.0,0,0,3,11,300,209,1939,0,98141,47.6011,-122.3392,533,10785
2858,1448560,7,4.5,5579,25397,2.5,0,0,3,13,5166,413,1928,0,98071,47.6558,-121.5229,5509,21436
2859,774337,2,4.5,2925,5630,1.0,0,0,4,12,2054,871,1922,0,98134,47.2883,-121.8303,843,5350
2860,1397095,6,3.5,6252,43256,2.5,0,0,4,9,6120,132,2003,0,98045,47.3916,-122.0893,4031,17934
2861,603136,2,2.5,2160,19874,3.0,1,0,3,3,1732,428,1916,0,98133,47.2678,-122.2166,3211,30765
2862,1455651,6,4.5,7325,5659,3.0,0,0,3,8,6622,703,2020,0,98166,47.316,-121.8773,2619,21808
2863,801599,5,2.5,3131,5304,1.0,0,2,3,6,2864,267,1984,0,98172,47.778,-121.6699,2208,3323
2864,1283472,2,3.0,6795,35637,2.0,0,0,4,8,6689,106,1992,0,98025,47.412,-121.4476,4605,34922
2865,995474,3,3.0,5315,36514,3.0,0,0,4,5,5250,65,2000,2019,98082,47.694,-121.7816,1623,21040
2866,593447,6,3.5,1572,21046,2.0,0,2,3,7,566,1006,1968,0,98143,47.6564,-122.0016,5114,38466
2867,1055907,2,3.0,3725,8186,2.5,1,0,4,5,2650,1075,2020,0,98077,47.4112,-121.7414,3366,35877
2868,1286506,4,1.0,5454,49766,2.0,0,2,3,9,4744,710,1984,0,98167,47.7945,-121.9036,5389,5804
2869,462195,7,4.5,1816,19756,1.0,0,0,3,7,1529,287,1965,0,98048,47.6885,-121.7176,4061,3194
2870,1250060,6,3.0,6199,6392,1.5,0,0,2,6,5968,231,2017,0,98052,47.4379,-121.7692,4755,34551
2871,1084794,6,3.5,4645,13640,1.5,0,0,3,12,3459,1186,1922,0,98060,47.3168,-121.3256,1189,17372
2872,1478819,2,1.5,7307,43086,1.0,0,3,3,9,6043,1264,1974,0,98023,47.1527,-121.7533,618,33661
2873,1542967,5,1.0,7174,27392,1.5,0,2,4,9,6785,389,1978,1990,98197,47.4254,-121.6708,3355,2172
2874,1128143,2,2.0,4183,43158,1.0,0,4,3,12,3138,1045,1922,0,98052,47.352,-121.4291,595,31135
2875,1598412,3,4.0,7727,5852,3.0,0,0,3,11,6999,728,1906,0,98086,47.598,-121.4044,3050,16803
2876,1323315,3,1.5,7834,41848,2.0,0,2,3,5,7148,686,1942,0,98022,47.1138,-122.3309,3397,9993
2877,886944,6,4.5,3773,46559,1.5,0,0,3,13,2865,908,1961,0,98025,47.682,-121.9554,2633,18604
2878,1550023,6,2.0,7500,35592,3.0,0,0,3,13,6980,520,1933,0,98183,47.3916,-121.3687,3842,1463
2879,481126,2,2.0,645,7816,1.5,0,2,3,12,300,345,2001,0,98064,47.4288,-121.3483,1756,17961
2880,1216021,3,1.5,5510,23555,2.5,0,0,3,10,5452,58,2004,0,98065,47.228,-122.272,1418,9671
2881,800606,3,1.0,3540,23633,1.0,0,0,3,9,3056,484,2012,2007,98004,47.7562,-121.9676,3676,32602
2882,858593,5,4.0,1962,44834,1.0,1,0,3,11,838,1124,1950,0,98052,47.3789,-122.1656,4056,21045
2883,1150895,4,4.5,6885,49374,3.0,0,1,3,4,6088,797,1943,0,98117,47.6899,-121.5511,640,17827
2884,1075743,5,3.5,5176,43116,2.5,0,0,3,8,4837,339,1969,0,98160,47.2662,-121.4774,2528,24747
2885,1526452,1,2.0,7330,24124,2.0,1,0,3,7,6845,485,,0,98053,47.1677,-121.9369,2633,31153
2886,617526,7,2.0,2084,8453,2.5,0,4,3,5,1396,688,1954,0,98026,47.545,-121.6892,5427,19861
2887,481259,5,3.0,982,29333,2.5,0,0,4,9,300,682,1965,0,98100,47.7891,-121.456,2896,8350
2888,853860,2,5.0,3679,6209,2.0,0,0,3,7,3559,120,1995,0,98163,47.5529,-121.6486,3190,9184
2889,621369,4,2.0,1749,19487,2.0,0,0,4,8,512,1237,1957,0,98014,47.5261,-122.3123,4614,12402
2890,1129696,2,4.0,5268,4842,2.5,0,2,3,6,4939,329,2019,1996,98162,47.4096,-121.6456,5855,24637
2891,337636,7,3.0,1130,22972,1.5,0,0,3,9,1047,83,1942,0,98060,47.2987,-122.3093,4695,39833
2892,1473549,1,2.0,7304,34926,1.5,0,0,4,9,6100,1204,2010,0,98153,47.4016,-121.7155,2982,13979
2893,385575,4,3.0,1161,12033,2.5,0,0,3,7,417,744,1960,0,98054,47.2043,-122.0998,4250,32451
2894,833717,6,1.5,4003,48787,1.5,0,0,3,9,3618,385,1937,2020,98155,47.2833,-122.4323,2745,16421
2895,899059,3,4.0,3352,19999,2.0,0,0,4,9,3030,322,1927,0,98021,47.4412,-122.2282,769,27593
2896,755846,5,2.0,2966,21710,2.0,0,0,3,12,2519,447,1956,1999,98176,47.2014,-121.9379,1167,4193
2897,426525,2,4.0,1487,13812,1.5,0,0,3,10,584,903,1940,0,98035,47.6541,-121.3072,914,5102
2898,1606543,1,1.5,7827,8629,2.0,0,3,4,13,7755,72,1972,0,98180,47.1081,-122.1931,5292,22838
2899,552927,3,5.0,2046,15160,1.0,0,1,4,3,1792,254,1988,2010,98198,47.3251,-121.3255,2208,20343
2900,482082,5,2.0,1149,15555,2.0,0,3,4,6,300,849,1949,0,98154,47.4617,-122.0629,3449,9988
2901,650572,3,4.5,1468,12879,2.5,0,0,3,13,552,916,1989,0,98143,47.7503,-121.348,5612,3308
2902,749396,5,4.0,3137,13369,3.0,0,0,4,3,2115,1022,2008,0,98005,47.5014,-121.3527,4086,23847
2903,485308,6,5.0,1600,30827,1.5,0,0,4,5,736,864,1989,0,98161,47.3064,-122.3285,4878,23917
2904,1523871,4,3.0,7152,37903,1.5,0,3,4,10,5839,1313,1960,0,98153,47.3465,-121.5055,1880,4286
2905,549776,3,4.0,940,14559,2.0,0,0,3,9,300,640,2018,0,98121,47.3374,-121.8792,3035,5530
2906,1551744,3,2.5,7921,45082,2.0,0,4,3,5,6937,984,1968,0,98180,47.2263,-121.6766,2274,8977
2907,1060152,3,1.5,5516,19614,3.0,0,0,3,6,4687,829,1962,0,98172,47.2014,-121.5687,2212,23526
2908,279826,4,3.0,1269,41573,3.0,0,0,3,4,662,607,2020,0,98020,47.4364,-122.3506,1271,26196
2909,515857,1,1.5,1843,9486,2.5,0,0,3,4,1256,587,1980,0,98056,47.2892,-121.5412,5341,4420
2910,1174257,5,5.0,6422,6271,1.0,0,0,3,7,6421,1,1925,1997,98066,47.1643,-122.1366,3747,21228
2911,1013825,6,1.5,4858,32058,2.5,0,0,4,4,4476,382,2018,0,98119,47.2515,-121.6212,3771,9648
2912,1159520,3,3.5,4229,10534,1.5,0,0,3,13,3540,689,1925,1984,98008,47.4645,-121.8116,894,31926
2913,1297374,7,3.5,4406,38229,2.0,1,0,3,9,3271,1135,2016,1994,98083,47.2798,-121.6784,5936,26568
2914,627915,4,3.0,2077,33383,2.5,1,0,3,3,1874,203,2006,0,98064,47.2664,-121.7525,3657,32767
2915,1529020,1,3.5,7280,31049,2.0,0,0,3,11,7255,25,1972,0,98157,47.5345,-121.5275,2406,31500
2916,1524808,5,1.5,7834,18885,2.0,0,1,3,12,7727,107,1922,0,98176,47.5826,-121.4265,532,33052
2917,786419,4,3.0,4508,33819,2.5,0,0,4,3,3641,867,1951,0,98122,47.2689,-121.9611,861,35821
2918,1531915,6,2.0,7102,18968,2.5,0,0,3,13,6829,273,1987,0,98147,47.4305,-122.0294,671,30898
2919,1121184,6,5.0,5594,16144,3.0,0,0,1,3,5578,16,2004,0,98137,47.6352,-122.2094,5395,2624
2920,1105744,5,4.0,3851,11743,1.0,0,2,5,11,2364,1487,1972,0,98072,47.5829,-121.5234,3275,29861
2921,1121160,3,5.0,5295,19488,3.0,0,0,3,9,4998,297,1973,0,98113,47.1485,-121.3396,5365,12985
2922,1026011,6,1.0,2849,42776,1.0,0,3,3,12,2257,592,2015,0,98015,47.352,-122.2656,4434,30909
2923,825280,1,2.0,4102,13549,2.5,0,0,4,6,3227,875,1969,0,98068,47.6063,-121.9506,4218,28597
2924,1243218,4,2.0,6199,49608,1.0,0,0,3,5,4780,1419,1903,0,98063,47.2256,-121.5756,5030,30264
2925,501540,1,1.0,1741,29566,1.5,0,0,4,7,691,1050,1900,0,98091,47.2371,-121.7367,3272,7236
2926,269960,3,2.0,1625,6545,3.0,0,0,4,4,1443,182,1905,0,98166,47.5411,-121.522,2521,17709
2927,735078,1,3.5,3101,37420,3.0,0,0,4,8,2427,674,1955,0,98047,47.2986,-122.4806,4835,15982
2928,1221935,1,2.0,6931,45711,3.0,0,0,3,8,6483,448,2001,0,98013,47.3266,-121.4064,1434,23788
2929,387172,2,3.0,1690,35590,2.0,0,0,3,3,335,1355,1928,0,98099,47.466,-122.4264,3713,11166
2930,1546054,1,4.5,7264,24949,2.0,0,0,3,12,5785,1479,2007,0,98112,47.6254,-121.9654,733,20974
2931,1163813,5,4.0,5601,40008,2.5,0,1,4,11,5014,587,1902,0,98046,47.4488,-122.1691,1088,5796
2932,922492,4,2.5,4631,1556,2.5,0,0,4,3,4212,419,2008,0,98036,47.7254,-121.3862,2307,32552
2933,1084534,2,,5339,49735,2.0,0,0,4,8,5100,239,1987,0,98010,47.1746,-122.1698,1359,36086
2934,1414832,4,3.0,6360,32755,3.0,0,4,3,9,5849,511,1941,0,98183,47.6279,-122.052,2821,3233
2935,1005838,4,1.5,4948,38356,2.0,0,0,3,10,3635,1313,1908,0,98023,47.4805,-121.434,3906,18910
2936,1169192,3,3.5,6518,27261,1.0,0,0,3,4,5715,803,1980,0,98023,47.6717,-121.8551,2757,17842
2937,455053,3,2.5,572,33077,3.0,0,2,1,13,300,272,2006,0,98068,47.3215,-121.4222,4030,25874
2938,1683687,2,4.5,7291,33034,2.0,1,0,4,10,6520,771,1958,1992,98172,47.4375,-121.7068,3110,21276
2939,1418129,6,4.0,5972,43082,2.5,0,1,3,13,4952,1020,1937,0,98133,47.6765,-122.405,3204,32344
2940,733759,7,3.5,2414,17140,2.0,0,0,3,12,1892,522,1941,2014,98004,47.6822,-121.9783,4187,39071
2941,1093694,3,2.5,5689,22671,1.5,0,0,4,4,5119,570,2019,0,98158,47.3632,-122.2883,4455,1589
2942,894017,7,2.0,2972,17877,2.0,1,0,2,4,1690,1282,1949,0,98105,47.6755,-122.4218,2607,37474
2943,808369,3,4.0,3546,24481,3.0,0,0,4,11,2833,713,1913,2011,98180,47.5777,-122.0514,3321,34868
2944,401314,3,3.0,1207,7082,2.0,0,0,1,9,300,907,1999,0,98141,47.3866,-121.4099,4884,16171
2945,649018,4,2.0,2304,37551,2.5,0,0,4,10,2192,112,1944,0,98118,47.7788,-122.3588,1864,20172
2946,1229203,2,2.0,7204,6773,1.0,0,1,3,3,6800,404,1932,2004,98018,47.1216,-122.4919,4712,12468
2947,1483271,4,1.5,7471,47833,1.5,0,1,3,12,6046,1425,1919,1989,98160,47.3679,-121.3779,2218,33656
2948,955568,5,4.0,4213,39078,3.0,0,2,3,8,3978,235,1933,1981,98161,47.3149,-121.8639,3732,21527
2949,1060540,4,2.0,5551,23762,2.5,0,2,4,3,4522,1029,1966,0,98058,47.755,-121.8297,1208,17789
2950,918025,7,3.0,3064,6001,1.5,1,0,3,7,1927,1137,1983,0,98126,47.1696,-121.3859,5258,23614
2951,769525,7,3.0,2975,49711,2.0,0,2,3,4,2611,364,1966,0,98062,47.5396,-121.6598,4888,35403
2952,979237,5,3.5,4110,36587,1.5,0,0,4,11,3264,846,1969,0,98199,47.6016,-121.5078,963,38112
2953,962651,1,4.5,4755,13854,1.0,0,0,3,5,3411,1344,1992,0,98142,47.2289,-121.5754,2803,13842
2954,1466172,1,4.5,6792,2138,1.5,0,1,4,12,5458,1334,1938,0,98104,47.205,-121.7658,673,20938
2955,821296,5,3.0,3323,39588,1.5,0,0,3,9,2132,1191,1942,0,98112,47.1335,-121.6739,887,11463
2956,1427675,5,1.0,7897,17448,2.0,0,1,3,4,7048,849,1994,0,98014,47.2112,-121.8272,5421,9835
2957,580788,4,2.5,2235,27684,2.0,0,0,3,12,2184,51,1938,0,98010,47.6658,-122.0735,4866,27094
2958,568846,5,3.5,2085,28575,3.0,0,0,3,6,1786,299,2012,0,98105,47.7608,-122.1576,4397,23496
2959,377984,2,3.0,566,23742,2.0,0,0,1,12,300,266,1984,0,98187,47.731,-122.2889,1446,21970
2960,794524,1,3.5,3561,37343,1.5,0,0,3,5,2476,1085,2014,0,98039,47.3557,-122.0752,734,27790
2961,582470,1,1.5,2928,4148,1.0,0,2,3,3,2845,83,1943,0,98174,47.6081,-121.8077,3119,25153
2962,1238551,6,3.5,4653,22980,2.0,0,4,3,12,3277,1376,1900,2015,98146,47.6789,-121.795,3291,33071
2963,1511489,5,1.5,7926,11283,3.0,0,0,3,8,6908,1018,1996,0,98147,47.6687,-121.6799,1907,22085
2964,388444,3,4.0,841,24863,3.0,0,0,3,7,300,541,1949,0,98107,47.1439,-121.4447,4163,5732
2965,1239916,3,2.5,5749,34117,1.5,0,0,3,8,4860,889,1973,0,98037,47.2504,-121.7178,2453,33354
2966,1010051,5,4.0,3274,23438,2.0,1,2,4,3,1776,1498,2019,0,98003,47.7573,-122.2949,5218,10995
